q_sim,q_obs
0.36614396560938167,0.49
0.39891838203806873,0.55
0.4027317688591089,0.51
0.38728729400244544,0.45
0.36906454138709344,0.43
0.3501040910145926,0.41
0.33200046810436057,0.42
0.316787342265948,0.4
0.31560304741329653,0.43
0.33734990776025314,0.51
0.3674895981791844,0.44
0.4593333275028495,1.52
0.46449563519141895,0.61
0.4532063367068606,0.44
0.43065176433265756,0.43
0.40903089938065995,0.41
0.39803967928335826,0.39
0.3990395394762863,0.39
0.38737146074274575,0.4
0.3724049211559314,0.39
0.37541986853630416,0.38
0.3910949339366362,0.51
0.4425636263841528,0.51
0.5260488408328157,1.22
0.5366195550692435,0.68
0.5213994610794835,0.53
0.5516138910497365,0.59
0.5927627089589403,0.81
0.6054476636224853,0.62
0.6036859988539593,0.52
0.6258318799005916,0.59
0.6536292040109669,1.06
0.7359824037067514,1.45
0.7346883152138564,1.16
0.7188311064840216,0.8
0.7329738233953629,0.79
0.7290570426304726,0.72
0.7528876502195507,0.67
1.420522270428889,2.13
1.4005571509876922,2.66
1.120401799534773,2.09
1.091341505927465,1.44
1.0812608799600198,1.12
1.0884097984287382,1.08
1.1025623172103798,1.06
1.1394639531164639,2.0
1.1949029427733342,1.43
1.839614827816993,7.56
1.3834635823235937,2.68
1.3060703612075137,1.91
1.3182719506747302,1.69
1.3489381423902134,2.13
1.4068593518509953,2.13
1.4018481409664494,2.12
1.361646551932188,1.65
1.3336897978786233,1.53
1.2879452508959235,1.4
1.2387307841238353,1.35
1.2181293124384687,1.33
1.1654543735567306,1.23
1.1214940502697692,1.18
1.07547698985478,1.17
1.044153479495275,1.12
1.0034345779675913,1.06
0.9681437610809532,1.08
0.9669224440185623,1.17
0.9487887655549923,1.07
0.9260124756972946,1.05
0.9266916079946664,1.18
0.904983329561037,1.1
0.8736210084175634,1.04
0.8621531170518255,1.01
0.8304134120478466,0.92
0.7933009630159873,0.92
0.7514945085599094,0.91
0.7098803675517477,0.86
0.6703713149321633,0.85
0.6330947602850928,0.83
0.597783158395098,0.81
0.5644277426128369,0.79
0.5625535512635271,0.81
0.6012561761640172,0.81
0.6349497912608166,1.04
0.6493829622850532,0.99
0.6403691861738934,0.86
0.6161121510807985,0.81
0.6347717196433256,0.82
1.2946362723500016,1.37
3.2420957064112166,4.28
3.0619119634557808,3.55
2.0755934069537845,1.98
1.5302698371739676,1.65
1.28891766882851,1.55
1.250379223391544,1.5
1.3087305111149252,1.4
2.214405986493945,2.09
4.899315053347139,6.47
3.5979940580191503,3.0
3.2256125305495744,2.43
8.106461727360047,7.36
5.463214254976997,6.48
4.742145369692795,5.4
2.436365412684051,4.55
1.8603241856713746,3.07
1.7077076436433227,2.56
1.6075930214869534,2.27
1.517430182291468,2.1
1.4327133388828899,1.96
1.3527623273470408,1.83
1.2772762075826518,1.7
1.2060026244028261,1.69
1.2741440613752444,1.79
1.3211179276288056,1.79
1.7706898105052205,2.12
1.4703500219785366,1.93
1.4407419022633439,1.72
1.451857748172616,1.67
1.6346316475896376,1.87
1.7058853643740133,2.14
1.6448815080123695,2.11
2.080886777749009,2.47
2.1381533621354403,2.78
1.7914048791828021,2.06
1.7296108491035225,1.92
1.9946252594659732,2.12
1.8582360264501059,2.48
2.965221116775719,3.65
2.8525992585483473,3.25
2.023341891749389,2.46
1.8277703318591634,2.11
1.8282528379697947,2.05
2.8780549852510173,3.03
2.458962812572506,3.58
2.645557393524325,2.5
2.0928524407677633,2.2
2.0072251856774534,2.06
2.006453094673858,2.04
1.9884534563264396,2.19
1.8887726026889415,2.08
1.7845164700981055,1.89
1.6850475301947894,1.76
1.5910300448493868,1.68
1.5022495882319458,1.62
1.4184223362062776,1.6
1.3392726683367733,1.53
1.2645396403100557,1.5
1.1939768046721355,1.49
1.1273514602348689,1.46
1.0771413720802498,1.45
1.057802911047178,1.38
1.0463694395125298,1.32
1.0001361134576332,1.29
0.9506838449156683,1.25
0.898906590848515,1.24
0.8571826362786799,1.24
0.8150308717384126,1.23
0.7889087849994523,1.18
0.8171293125044328,1.17
0.8815954826815116,1.49
0.9096797155705544,1.39
0.8941925614054108,1.27
0.8862948958204315,1.21
0.901580588039099,1.19
0.8746286284309259,1.16
0.8476180143836827,1.12
0.8150229147733249,1.1
0.7776266640086904,1.05
0.770403339109451,1.04
0.7794464444410871,1.1
0.7669349155760956,0.99
0.7397174189002613,0.98
0.7061731357392904,0.94
0.668539660007948,0.91
0.6383151005855277,0.91
0.606581073444682,0.9
0.5795906706438421,0.87
0.5530471336306078,0.87
0.5300757692197269,0.93
0.4994930836274565,0.86
0.47383791469117764,0.78
0.4519162956902439,0.74
0.43525530463476564,0.74
0.4310049344260151,0.71
0.4148521471978971,0.72
0.40922452610090687,0.73
0.41609591545559443,0.71
0.43475360536014984,0.79
0.42285297481144585,0.81
0.40286281813720365,0.69
0.5607348224997147,1.22
0.5540768570238571,0.8
0.551445818212184,0.71
0.5667751091519582,0.7
0.5604431466835027,0.69
0.5422086989540029,0.68
0.522298371410909,0.67
0.4943102888507118,0.67
0.4850514305262441,0.67
0.4673510400001472,0.64
0.45300276937015505,0.64
0.43202691628011414,0.62
0.4088954543973577,0.62
0.3893710393517017,0.61
0.37118087470238537,0.59
0.3529285448081531,0.59
0.3352541489468921,0.59
0.36056536186750654,0.59
0.35171619341227217,0.59
0.34023889549503966,0.59
0.3443002392205071,0.63
0.3334849407630581,0.59
0.31886054787070006,0.57
0.30752902554985395,0.55
0.3274074350868634,0.55
0.3638478971986805,0.58
0.3579805076508673,0.6
0.3961379969269163,0.62
0.4364840512940629,0.59
0.4318691362829284,0.57
0.4222145176371797,0.55
0.4094994280533657,0.56
0.3879447162242089,0.54
0.37276479243931554,0.54
0.37106665528574667,0.52
0.3586130080054004,0.51
0.37891507875452873,0.51
0.4139546352939157,0.69
0.4221419303633163,0.53
0.4142559059062618,0.51
0.4389917741605722,0.57
0.46326091059529884,0.58
0.4584353723568585,0.51
0.4438970224042096,0.51
0.4218231241545866,0.51
0.4221304003642508,0.51
0.5007495163096853,0.62
1.0895708424177983,1.79
0.7358240207419505,0.85
0.7150507189153021,0.78
0.87588228395705,1.08
0.8166089820308979,0.66
0.7756085830039802,0.59
0.8014365280348055,0.56
0.7962768024553086,0.55
0.7729529289891675,0.51
0.7453079173113102,0.51
0.7194388412558845,0.52
0.6886339195011761,0.51
0.6952404938664914,0.55
0.6852383664727562,0.53
0.6520093404399357,0.5
0.628386023468358,0.48
0.6023685188638566,0.47
0.5873541062803048,0.47
0.5836542691621143,0.47
0.5612034126236157,0.47
0.5477595962118306,0.47
0.519742068282623,0.49
0.4941700849061497,0.47
0.48037743106327574,0.47
0.45958174447395883,0.47
0.4523773638100621,0.47
0.4387157808810092,0.48
0.4397581655280745,0.48
0.42045308034702705,0.46
0.39832280848720686,0.44
0.41133551769193955,0.47
0.43182370781612034,0.46
0.4239497676169996,0.52
0.40092499178866536,0.43
0.38005853814577994,0.41
0.3636036086554115,0.41
0.34483504904707835,0.4
0.32573152475118505,0.39
0.30847594023100755,0.37
0.2945326519065614,0.37
0.28636217875848374,0.37
0.2727461760296453,0.35
0.2636142780446393,0.35
0.29623255424538647,0.4
0.29914792667825274,0.4
0.3140450011625898,0.44
0.354894546075646,0.96
0.3840274389262545,0.85
0.38449191773950586,0.39
0.3717209942467067,0.36
0.3558171044777597,0.33
0.3392413396004707,0.33
0.3202601838045338,0.33
0.30297799583337387,0.32
0.28673644583996116,0.3
0.27053276505352425,0.31
0.2554391578509038,0.32
0.24151016612343568,0.32
0.23352631006885918,0.32
0.23030150339428668,0.32
0.22384712887187827,0.32
0.21167204257015432,0.32
0.19996861129145943,0.32
0.2133746689118083,0.36
0.20684804647208074,0.33
0.19634607033064502,0.32
0.1930333249573342,0.31
0.18518058988240757,0.35
0.19743539488077902,0.32
0.20270115321226687,0.37
0.1963302016953284,0.55
0.18554818175972249,0.32
0.17770531719172183,0.31
0.17051088374421808,0.33
0.16186772749993394,0.32
0.15384226102150325,0.3
0.14576837219985578,0.3
0.1379620325025778,0.29
0.13007392262387538,0.3
0.12216558796618858,0.29
0.11512020235201517,0.4
0.10903000659362505,0.29
0.10326291864660954,0.28
0.09746426587961304,0.24
0.09219314028775079,0.25
0.08725815211636981,0.28
0.082677075866624,0.27
0.08272305854369784,0.28
0.07846927071385247,0.29
0.0743406500387227,0.28
0.07124344009403163,0.27
0.06935384282972476,0.25
0.07151430480394438,0.26
0.06876403065193039,0.27
0.06511346184138964,0.26
0.06157972047054038,0.26
0.058410650735922914,0.26
0.05550603808716125,0.26
0.05238900199714607,0.26
0.04951376263623802,0.26
0.04751791960069786,0.31
0.045258653441377916,0.24
0.053399241703138006,0.44
0.06162357638641917,0.3
0.06151531149694216,0.27
0.06042413961010132,0.27
0.05846231643103113,0.27
0.05548418684068599,0.26
0.052677243485914585,0.26
0.05001847986899207,0.26
0.05092628750428949,0.26
0.05202232022809523,0.34
0.05425500261483495,0.31
0.05279577842437368,0.28
0.05579893400590164,0.28
0.05754456876386675,0.31
0.05889221832432946,0.29
0.05703956677325627,0.27
0.05450537273060822,0.27
0.05161749537768917,0.27
0.04913825742103092,0.26
0.04680787616738728,0.26
0.044512851890919754,0.27
0.04245785413124835,0.26
0.040449917718007135,0.26
0.03849000329595234,0.26
0.03684545835675847,0.26
0.040677398419936166,0.28
0.03983516460273375,0.27
0.03770131353011118,0.26
0.036261086293796416,0.26
0.034717262718767454,0.25
0.040215465586320095,0.3
0.04483379245548729,0.36
0.04357105726130853,0.26
0.044239343037891996,0.26
0.0477927701714667,0.27
0.05034441604800231,0.34
0.05853247387571866,0.31
0.0665249755881635,0.32
0.07997490892099637,0.28
0.13718192959291955,0.97
0.162743128534212,0.45
0.17748992724715426,0.96
0.1762588747509071,0.3
0.17436536843630057,0.28
0.1663660664142765,0.27
0.15740521212380695,0.26
0.14908978618241953,0.26
0.14091741892542198,0.26
0.1332666819122551,0.26
0.12587108225299612,0.26
0.11906825435819363,0.26
0.1134603086868364,0.26
0.12590089727057824,0.28
0.13938702161872174,0.38
0.1384182401335068,0.29
0.13516389939554924,0.26
0.12895243634522272,0.26
0.1258276043116648,0.26
0.12059844201074246,0.27
0.1162942036384934,0.26
0.1105804620420827,0.25
0.11404201273115899,0.28
0.12904799309060264,0.33
0.13664925081385032,0.32
0.13629237640876915,0.3
0.13578544849462462,0.28
0.13505890045135377,0.29
0.13340854555983975,0.31
0.12738168694853938,0.26
0.12072289964223867,0.26
0.11496347033499449,0.26
0.10920772807759005,0.26
0.10409551655795186,0.26
0.10042144697396224,0.26
0.09947873827569428,0.26
0.0980390381112875,0.26
0.10029135505114946,0.26
0.10078974671178909,0.26
0.10162695486997535,0.26
0.1270755971310455,0.27
0.15254900228984278,0.52
0.1642004229900438,0.31
0.16203432193654493,0.28
0.1568480964419892,0.26
0.14993927749393893,0.26
0.14681419298235873,0.26
0.14340222739392305,0.26
0.13884002851434926,0.26
0.13565096286258718,0.25
0.1307275933874564,0.26
0.15278040865974443,0.26
0.19564919932310387,0.49
0.2074155888891422,0.33
0.21249284351731043,0.28
0.20560373302803864,0.26
0.19662783246099055,0.26
0.1937866762053677,0.26
0.18685200750035819,0.26
0.18055494861972873,0.26
0.18570926318148734,0.26
0.17707532383383778,0.26
0.16742204932555996,0.26
0.15854571378213103,0.26
0.15047197149904293,0.25
0.14589005797138804,0.25
0.1539753439310458,0.26
0.20949649252014926,0.42
0.23972358568632168,0.68
0.24202151989275333,0.35
0.24010216884465582,0.3
0.2364266378048756,0.28
0.22766514049221145,0.27
0.22702160418068312,0.27
0.2237110932335931,0.27
0.2215771529495365,0.3
0.2202579258880849,0.33
0.2092999160263474,0.28
0.1977555882454017,0.27
0.1982575914348848,0.26
0.1977800803044421,0.26
0.20697861029214484,0.28
0.2201853576282526,0.31
0.2205036979831019,0.28
0.21355523411259741,0.28
0.20850498549148508,0.27
0.20651872547048006,0.26
0.20160738838451808,0.26
0.19114620084078185,0.26
0.18055958257458946,0.26
0.202493782207714,0.26
0.2603566735885643,0.3
0.30372233717309016,0.39
0.3257912021922942,0.29
0.40578675139047377,0.73
0.43309542277092083,0.66
0.49479956198013014,0.56
1.2123137608046497,2.1
1.99675832753464,3.87
1.120403121508754,2.8
0.931327410067756,1.59
0.9565909087071348,1.21
0.9491805642616191,1.07
0.9271110376864274,0.82
0.9394561723929563,0.67
1.008059940944128,1.13
0.9665424856776438,0.89
0.9141028622814081,0.69
0.8632383279735254,0.63
0.8150820004200349,0.57
0.8051510062720579,0.58
0.809079700139668,0.55
0.8289012541590869,0.56
0.7905184594814472,0.47
0.7472039764435467,0.48
0.7055856097150096,0.48
0.7472666272496609,0.5
0.8776046665112718,2.01
0.89543154890118,1.34
0.8748897127868945,1.04
0.8485324288960487,0.9
0.8199130142583778,0.81
0.7831384204077371,0.74
0.7658936866929114,0.64
0.8235752013559352,0.77
0.8282184923892775,0.74
0.8289597923995274,0.64
1.19233875317833,0.98
1.0397186387656965,1.21
1.072952639192622,1.06
1.0930097024493943,1.07
1.0899846083960694,0.98
1.0472572368963298,0.9
0.9972790334537185,0.86
0.9682450218819143,0.81
0.9218820218942677,0.78
0.8719049674982766,0.74
0.8390760421623024,0.73
0.8451505304982367,0.74
0.8228972908584531,0.7
0.7799060895372733,0.67
0.8054635138195907,0.67
0.7908072304545797,0.71
0.7502270010398162,0.67
0.7161606084535022,0.64
0.6875775724292198,0.6
0.657691339188744,0.58
0.6696940316305378,0.59
0.6488687530794522,0.58
0.6184814536243193,0.58
0.5868505473869766,0.58
0.6199294000709258,0.61
0.611382311405997,0.6
0.5905602654653291,0.51
0.5669314828368459,0.5
0.5514344917657511,0.49
0.5485965819328347,0.49
0.5379851643142667,0.48
0.5583200735870039,0.53
0.5511183233671897,0.53
0.540456369546145,0.47
0.5153302873822008,0.47
0.4892405276527509,0.47
0.4733691929028225,0.47
0.4991807861367164,0.47
0.5890332435012995,0.52
0.6100257891664987,0.5
0.6151966237403563,0.47
0.6386792514506912,0.48
0.6453742545836273,0.47
0.6404121918211088,0.45
0.6204278145663253,0.45
0.6015270571660715,0.44
0.5708181232654402,0.43
0.5410338204507913,0.43
0.5109756147345166,0.43
0.4842660815400032,0.42
0.45915842924248146,0.43
0.436301784389669,0.42
0.4353151831021849,0.41
0.44489784089370377,0.41
0.5392505571351786,0.48
0.6655067364913275,0.71
0.6942778170383475,0.51
0.7062382062965286,0.48
0.7006571514860871,0.43
0.6936457960783908,0.43
0.6946112267070281,0.43
0.6644930632183865,0.41
0.641939550554035,0.41
0.6171333398088756,0.41
0.5859544207824421,0.4
0.5554544093587767,0.4
0.5292217271724519,0.4
0.5776233403867527,0.41
0.6187868390727864,0.52
0.6137236344671929,0.41
0.6053123196268003,0.4
0.5787214764456565,0.39
0.5771378940692229,0.34
0.5540891245379927,0.34
0.5618272512827426,0.38
0.5418376309322782,0.37
0.5157852398071825,0.35
0.5062527191149865,0.35
0.5005460593794612,0.37
0.4789825969037134,0.37
0.5540104070263285,0.47
0.5463616615733202,0.37
0.5271758375854783,0.35
0.5303766208270925,0.35
0.5861129828000746,0.38
0.6895079196537294,0.45
1.0293727974445177,0.93
0.9395170463932909,0.67
0.9807919641551945,0.66
1.002422053249004,0.59
0.9662981509211582,0.48
0.9611628738496035,0.45
0.9508531102286562,0.43
0.9155092066463959,0.4
0.8756914692769167,0.39
0.8321193425344988,0.35
0.785892305228538,0.36
0.7526743943915357,0.35
0.7171993058508456,0.34
0.6860774001500666,0.34
0.6758705282211515,0.34
0.6602076349362194,0.34
0.6283782477128342,0.32
0.5982266123569424,0.33
0.5694591658972961,0.33
0.5450870392429784,0.33
0.5184673005143191,0.32
0.4925400030260314,0.3
0.46523638595856764,0.29
0.44112756712615847,0.3
0.4491168631736283,0.38
0.43738452152891744,0.32
0.43761867001798344,0.34
0.4372186101203718,0.32
0.4736057965459775,0.35
0.4941538160913718,0.35
0.48895375406841424,0.31
0.4644548996987361,0.3
0.4400005499232028,0.3
0.4222305754247232,0.3
0.42894682897964953,0.29
0.46615551639366515,0.32
0.4777725942648201,0.32
0.4740707240420774,0.36
0.46873872805761385,0.31
0.48555308381993756,0.43
0.47844586282256524,0.3
0.45966614716042636,0.28
0.4576870595464595,0.29
0.462202780576572,0.31
0.44443925494743564,0.31
0.42652493231736627,0.29
0.41950280856207167,0.29
0.40779988607327183,0.28
0.3979809317031965,0.28
0.3811574414847157,0.27
0.3605141444787753,0.24
0.3487315713329897,0.21
0.33425450855618866,0.27
0.3232348785159223,0.27
0.30753833412389314,0.27
0.3051827871765567,0.26
0.317469299919108,0.26
0.30978241960887254,0.3
0.3062299225349069,0.27
0.29628309137453107,0.27
0.2898234112273544,0.26
0.296042085361406,0.26
0.3804942623842133,0.88
0.38411759234689735,0.33
0.3792919329525537,0.29
0.36714388242303575,0.27
0.3711876632368898,0.28
0.37133475878543454,0.31
0.36747548450782097,0.27
0.3723593502530617,0.26
0.36172460000481677,0.26
0.3512193283498251,0.26
0.35392886113195415,0.39
0.3516147284312701,0.27
0.35126680174728875,0.27
0.33972263044880313,0.26
0.3303317253504535,0.28
0.325146497156352,0.27
0.3451677368198984,0.25
0.33145885080853354,0.24
0.3417090388112356,0.25
0.3300494985678447,0.26
0.3120792687408538,0.25
0.29462795131382347,0.24
0.2787943705374397,0.24
0.2680317811625077,0.24
0.25560135890179764,0.24
0.24307058012871163,0.24
0.22962818575759542,0.22
0.21800455330910823,0.24
0.20532163306849405,0.23
0.21335508152869606,0.22
0.22948550537883838,1.25
0.22366496498426525,0.51
0.21148195291402389,0.25
0.19883198582547035,0.22
0.22027690778128048,0.24
0.230432473119997,0.64
0.288602796468372,0.6
0.34075628290428767,0.65
0.3359491545023246,0.32
0.32903372229453626,0.24
0.3452295529193058,0.23
0.3345252503170631,0.3
0.3268077971948711,0.25
0.3165520669195348,0.25
0.32314839896002623,0.27
0.3126255998055829,0.25
0.29994807256538975,0.22
0.34984083510872,0.71
0.35742985763731144,0.36
0.4005637854675728,0.4
0.4071307577437218,0.48
0.42497082594800184,0.28
0.4423500554354571,0.37
0.4612969444825842,0.38
0.44548641835004443,0.32
0.4233083690849688,0.28
0.40022243939399105,0.28
0.38217501185443803,0.27
0.3625517677362825,0.26
0.34267770069359543,0.26
0.3246494134140153,0.26
0.30773189720785393,0.26
0.29145720537744624,0.22
0.2755141983823544,0.23
0.2607690628665455,0.22
0.2606271777356727,0.24
0.27390868917691347,0.45
0.26587248378318923,0.26
0.26080642443813207,0.27
0.25311504497954873,0.27
0.24419317937242097,0.27
0.23236120528975962,0.24
0.2208842471985537,0.24
0.22813026389320662,0.24
0.22397735736913668,0.25
0.22411323959811133,0.24
0.2738948047921779,0.37
0.39440045864781054,0.84
0.41730664031301057,0.83
0.41853540891654156,0.42
0.42630510216583656,0.35
0.4269037204930945,0.31
0.41492680778669105,0.3
0.4058427212624203,0.28
0.3942199097939378,0.27
0.3798105658708041,0.31
0.36892399162501216,0.3
0.35139363960334236,0.27
0.3348860264389731,0.26
0.3190114506779663,0.26
0.3505307539005549,0.34
0.348499574933706,0.3
0.37367094471744455,0.32
0.38555321452007646,0.34
0.3889909778499478,0.34
0.3747464897134498,0.28
0.35591851536157243,0.27
0.34249877550579294,0.26
0.36175211350177305,0.42
0.4062541730591181,0.71
0.4026183362143277,0.39
0.41206169219457334,0.37
0.41675708276600243,0.42
0.4202743243755239,0.36
0.4593612846030456,0.4
0.45781375636111044,0.46
0.4387652448784426,0.35
0.4188681609977373,0.33
0.39788978027532373,0.31
0.40084976504998265,0.3
0.5131672100619692,0.71
0.5316902576349438,0.55
0.5288260761517507,0.43
0.5363596645121601,0.37
0.6027449265573964,0.83
0.6108100612315146,0.49
0.6003424072384568,0.41
0.593439389958363,0.38
0.573654228234875,0.36
0.5706566539027483,0.35
0.5857373593361406,0.39
0.5852444843974383,0.34
0.5645026316438063,0.35
0.544952075203554,0.33
0.5727490842290329,0.35
0.6327267013857029,0.51
0.661643890082134,0.48
0.6498173738989313,0.44
0.6327334046463803,0.43
0.621049832988305,0.38
0.6020292512052444,0.37
0.6013313424042763,0.37
0.5957648708648274,0.35
0.6339187005808162,0.38
0.66707365145786,0.65
0.6504534634950963,0.45
0.6340825496143266,0.4
0.7295997534276558,0.6
0.8430903642319766,1.06
0.8306410316800279,0.66
0.7918648308405276,0.56
0.814445232621643,0.52
0.8068616096670935,0.52
0.7923640450840049,0.48
0.781575890567419,0.51
0.7487042091718275,0.45
0.7159837452352702,0.44
0.691213660933339,0.44
0.6744298753198306,0.44
0.6487230291661095,0.39
0.6290336549801572,0.39
0.6078158300658396,0.39
0.5794161219855086,0.37
0.5508432770922865,0.37
0.5218161582702705,0.37
0.4947804075108856,0.37
0.4674228981885466,0.37
0.4413656364155479,0.36
0.4167393481670991,0.36
0.39348501884415216,0.34
0.3715281016456121,0.35
0.3779815790624039,0.35
0.4801190436910092,0.44
0.8878515617965806,1.23
0.8440871317254326,0.94
0.7283871181638808,0.69
0.6792739032134839,0.55
0.640506976530492,0.5
1.1359137030099122,0.75
2.0144090048160908,1.31
2.156097399738353,1.3
1.6529764630483192,0.99
1.2063150456494307,0.81
1.155668751250786,0.7
1.1656011702256153,0.72
1.1449016463201471,0.64
1.153440054719811,0.61
1.6357977502157606,0.83
1.3290279860149057,1.0
1.2897916032531174,0.81
1.2679266775504971,0.76
1.960136659140927,0.71
1.852434182902822,1.25
1.5147468008871936,0.94
1.4343136760275375,0.86
1.404108517578726,0.78
1.344492883910031,0.72
1.3317810068239107,0.69
1.3715349005762074,0.71
1.338053112907334,0.72
1.2942905199361692,0.64
1.230970227189986,0.61
1.1633016165281227,0.59
1.1249304560331528,0.59
1.2422795530239423,0.73
1.2944615205495007,0.92
3.9636389472261238,1.35
3.7280303692636654,4.53
2.3972442802518352,1.75
1.698234935243235,1.38
1.6065618815380094,1.23
1.518798181597474,1.07
1.4342802066978644,0.98
1.3542698989329809,0.91
1.2787023780919275,0.86
1.2073494689668398,0.81
1.1399779345669294,0.76
1.1911533609027332,0.73
1.2330431591047717,1.11
1.5211177068173642,0.89
2.1144046092628552,1.17
1.5634510408582398,1.11
1.4308519747829538,0.94
1.3465540703144554,0.87
1.2801239817088736,0.81
1.270895073732731,0.8
1.2388572388869086,0.74
1.7605518551619572,0.86
8.524203220251788,8.66
10.058356830124156,7.07
4.872665000999724,4.71
3.4155345898333405,2.97
3.519728580691347,2.87
2.7945418686363666,2.11
1.864517247973337,1.82
1.6665468590928934,1.69
1.7628847709922886,1.63
1.6361767290185112,1.59
1.540890308533066,1.51
1.454488105581123,1.4
1.373285073252541,1.38
1.2966502593460714,1.27
1.2242952560839444,1.24
1.1559780729669722,1.19
1.091473100594047,1.16
1.0305675860905907,1.07
0.97306067292905,1.04
0.9187627148393804,1.01
0.8674946482420838,0.99
0.8190874015391079,0.96
0.7733813375329053,0.95
0.7302257269740572,0.9
0.6894782514869038,0.86
0.7115452339002697,0.88
0.7843844992355717,0.99
0.8315661673121703,1.12
0.9141428223342625,1.13
1.5697225212069972,2.71
1.3833326089720863,2.12
1.2339637055146566,1.89
1.332529222431844,1.81
1.9716429218309546,1.69
1.960346630033816,1.61
1.4959875793562754,1.48
1.4330839645477018,1.39
1.3838823549971397,1.31
1.3123554807807125,1.24
1.2715838169033484,1.19
1.2520799768303115,1.18
1.2761681508800125,1.11
1.3477338010746571,1.29
1.3409925099845696,1.11
1.308194333376534,1.1
1.2805610675310806,1.04
1.2451228715331322,1.02
1.516128167262479,1.07
1.3436348255212405,1.11
1.2585939144404048,0.96
1.1892634151115558,0.92
1.127249907316233,0.92
1.0741697880637702,0.86
1.086489207404233,0.86
1.1074776828221768,0.86
1.687053720832766,0.93
1.3462900587969107,1.12
1.2945668514936335,0.92
1.2755196648244196,0.81
1.2240186827356627,0.8
1.1688942585330915,0.77
1.1719357197882028,0.8
1.1454231736473246,0.79
1.1099863958944733,0.76
1.1201563771109142,0.9
1.1365762091435037,0.8
1.179779305191906,0.77
1.9151102923478514,0.91
3.053568190106424,1.43
1.6685944284398349,1.46
1.3991634984775663,1.07
1.3486752706736072,1.0
1.3952807171178339,0.98
2.1712776438384864,1.15
1.6306557751933104,1.19
1.554069377053187,1.05
1.4939073724089482,1.01
1.48119146234362,0.97
1.4174300165168314,0.92
1.3440253888239528,0.9
1.2860178882831201,0.86
1.3426441624881307,0.89
1.3499848232901472,0.94
1.3582823655387766,0.97
1.7984028753730843,1.22
2.228765792103274,1.78
1.6175843150155254,1.81
1.498794271416117,1.24
1.4255765338055382,1.09
1.3653191834720642,1.02
1.2910914637651796,0.96
1.2578228725229088,0.92
1.6194483894215668,1.03
1.3960918921815477,1.17
1.3423313403603438,0.93
1.3275434799764823,1.06
1.3000551066308768,0.81
1.2482796224499826,0.78
1.1891146280224816,0.74
1.2237423124187574,0.83
1.2722942146129943,0.86
1.3405419770209062,1.0
1.2960267539812413,0.88
1.233588642546001,0.8
1.167717939795381,0.78
1.1060517653220614,0.74
1.0539879990988883,0.73
1.0209420023985365,0.69
1.0447775991454469,0.72
1.024609163151519,0.69
0.9804220018432231,0.67
0.9346671996944397,0.64
0.891548920367391,0.71
0.9054240059453235,0.77
0.8909871035479644,0.63
0.8772264778868046,0.62
0.8551085431894206,0.62
0.8173421063807873,0.59
0.7773264501823196,0.59
0.7469226434525587,0.59
0.7450522943069051,0.59
0.7190592826694981,0.59
0.6861206546008043,0.56
0.6902754949335308,0.56
0.6714753485948615,0.56
0.6623677728050921,0.58
0.6678325246013305,0.55
0.640827170455044,0.55
0.6046089757106488,0.55
0.5719807537011524,0.54
0.5441304636385839,0.52
0.5176721600349418,0.51
